level_0,index,0,1,2,Client_split
425,6,Me:, What is it?,Chaotic Good, what is it 
426,7,Client:, ,Chaotic Good, 
427,8,Me:, …,Chaotic Good,  
428,9,Client:," So every time I sit down, she can kiss my ass.",Chaotic Good, so every time i sit down  she can kiss my ass 
429,10,Me: ,"<a href=""http://clientsfromhell.net/post/13834241908/client-so-unlimited-calling-how-many-minutes-is"">How many</a>",Chaotic Good, a href  http   clientsfromhell net post             client so unlimited calling how many minutes is  how many  a 
430,11,Client: ,"Well, they’d be probably be watching it on their laptops, so one. Maybe two.",Chaotic Good,well  they d be probably be watching it on their laptops  so one  maybe two 
431,12,Me: ,Not at one time…,Chaotic Good,not at one time 
432,13,Me:, The beach looks wonderful. We’ll really have to highlight the appeal of swimming in the sea. ,Chaotic Good, the beach looks wonderful  we ll really have to highlight the appeal of swimming in the sea  
433,14,Client:," For sure, it’s pretty. But we’ll want to downplay actually swimming in it.",Chaotic Good, for sure  it s pretty  but we ll want to downplay actually swimming in it 
434,15,Me:, Why’s that?,Chaotic Good, why s that 
435,16,Client:," Since purchasing the land, we discovered that the sea water at the beach flows from the Antarctic, so it’s ice cold. ",Chaotic Good, since purchasing the land  we discovered that the sea water at the beach flows from the antarctic  so it s ice cold  
436,17,Me:," Oh, that’s no good. Still - ",Chaotic Good, oh  that s no good  still   
437,18,Client:, …which tends to attract sharks. ,Chaotic Good,  which tends to attract sharks  
438,19,Client:, I’d like a spark to travel down the shaft and explode when it gets to the tip. ,Chaotic Good, i d like a spark to travel down the shaft and explode when it gets to the tip  
0,0,Client:, I received my desktop from the company but when my son was here to help me put it together he said there was a part missing so it won’t turn on.,Dunces, i received my desktop from the company but when my son was here to help me put it together he said there was a part missing so it won t turn on 
1,1,Me:, Was it the power cord?,Dunces, was it the power cord 
2,2,Client:, You’re going to have to be less technically with me; I have no idea what that is.,Dunces, you re going to have to be less technically with me  i have no idea what that is 
3,3,Me:, The cord that plugs into your power outlet…,Dunces, the cord that plugs into your power outlet 
4,4,Client:," Look, I’m not a “computer wizard” like you. I don’t know what you’re talking about.",Dunces, look  i m not a  computer wizard  like you  i don t know what you re talking about 
5,5,Me:," Okay, it’s the same type of cord that would be attached to a lamp that you plug into the wall so that it comes on. Is there one of those coming out of the computer and into the wall?",Dunces, okay  it s the same type of cord that would be attached to a lamp that you plug into the wall so that it comes on  is there one of those coming out of the computer and into the wall 
6,6,Client:, This is getting nowhere. Can I speak to your supervisor?,Dunces, this is getting nowhere  can i speak to your supervisor 
7,7,Client:, See? It isn’t working.,Dunces, see  it isn t working 
8,8,Me:," Ok, let me take a look. What’s your user name and password?",Dunces, ok  let me take a look  what s your user name and password 
9,9,Client:, I don’t know! That’s why it isn’t working!,Dunces, i don t know  that s why it isn t working 
10,10,Other worker:," Hey boss…remember? We set all of our user names to our first name, and the password is our last name.",Dunces, hey boss remember  we set all of our user names to our first name  and the password is our last name 
11,11,Client:," Huh. I guess it is working. Ok, I guess we didn’t need you after all.",Dunces, huh  i guess it is working  ok  i guess we didn t need you after all 
12,12,Client:, You were speeding. We had to catch up to you several times.,Dunces, you were speeding  we had to catch up to you several times 
13,13,Me:, No. I made sure to set the cruise control at exactly the speed limit.,Dunces, no  i made sure to set the cruise control at exactly the speed limit 
14,14,Client: ,Yeah. But your engine is bigger than ours.,Dunces,yeah  but your engine is bigger than ours 
15,15,Me:, … Haha … huh? … Ha… Wait. Are you serious?,Dunces,   haha   huh    ha  wait  are you serious 
16,16,Me:, You need to bring two forms of ID to take your test.,Dunces, you need to bring two forms of id to take your test 
17,17,Client:, Nobody said that! I only have one.,Dunces, nobody said that  i only have one 
18,18,Me:, It’s in your confirmation e-mail. Which you printed out and brought with you.,Dunces, it s in your confirmation e mail  which you printed out and brought with you 
19,19,Client:," Well yeah, but I don’t have time to read that stuff.",Dunces, well yeah  but i don t have time to read that stuff 
20,20,Me:, So what are you looking for?,Dunces, so what are you looking for 
21,21,Client:," Yeah, so what DPI can you take pictures at?",Dunces, yeah  so what dpi can you take pictures at 
22,22,Client:, I need this website translated into French ,Dunces, i need this website translated into french 
23,23,Me:, Can you provide all the contents in a Word format?,Dunces, can you provide all the contents in a word format 
24,24,Client:," This is all I have, hope this helps!",Dunces, this is all i have  hope this helps 
25,25,Client:," You built my website, and I need changes.",Dunces, you built my website  and i need changes 
26,26,Me:," I'm sorry, but you will need to contact my ex-husband, he is the sole owner now.",Dunces, i m sorry  but you will need to contact my ex husband  he is the sole owner now 
27,27,Client:," No, I want you do it.",Dunces, no  i want you do it 
28,28,Me:, I haven't worked on websites in over 15 years. I wouldn't know where to start building one today.,Dunces, i haven t worked on websites in over    years  i wouldn t know where to start building one today 
29,29,Client:, That's impossible. The internet hasn't even been around for 15 years! ,Dunces, that s impossible  the internet hasn t even been around for    years  
30,30,Me:, Hey I emailed you a week ago requesting you approve a Facebook Ad. You might not have gotten it.,Dunces, hey i emailed you a week ago requesting you approve a facebook ad  you might not have gotten it 
31,31,Me: ,"Here’s the link for you to approve. Please let me know. Also, please confirm you’ve received this email. ",Dunces,here s the link for you to approve  please let me know  also  please confirm you ve received this email  
32,32,Client:, YOUR EMAILS ARE COMING THROUGH MY SPAM!,Dunces, your emails are coming through my spam 
33,33,Me:, I’m sorry about that.,Dunces, i m sorry about that 
34,34,Me:, Please green list us and that should fix the issue. Did you see the Ad? What did you think?,Dunces, please green list us and that should fix the issue  did you see the ad  what did you think 
35,35,Client:," (no response, ever)",Dunces,  no response  ever 
36,36,Client: ," I’m sorry, but the search feature on [our Intranet site] is terrible!! I can’t find anything!",Dunces, i m sorry  but the search feature on  our intranet site  is terrible   i can t find anything 
37,37,Me:," I’m sorry to hear that, can you give me an example of what you’re trying to find?",Dunces, i m sorry to hear that  can you give me an example of what you re trying to find 
38,38,Client:," Well, I’m trying to find the address for my dentist, but when I put his name in nothing comes up!",Dunces, well  i m trying to find the address for my dentist  but when i put his name in nothing comes up 
39,39,Me:," Erm, the INTRANET site search is for finding documents that we use internally.  I think you are confusing it with a search engine, like Google.",Dunces, erm  the intranet site search is for finding documents that we use internally   i think you are confusing it with a search engine  like google 
40,40,Client:," Well, that’s just stupid! What good is a search feature if it doesn’t give me what I’m looking for?",Dunces, well  that s just stupid  what good is a search feature if it doesn t give me what i m looking for 
41,41,Me:, Nothing needs changing?,Dunces, nothing needs changing 
42,42,Client:," No, it’s good. Will it be ready tomorrow?",Dunces, no  it s good  will it be ready tomorrow 
43,43,Me:, I can get it finished by then.,Dunces, i can get it finished by then 
44,44,Client:, Great!,Dunces, great 
45,45,Client:, Actually we can only have three colors.,Dunces, actually we can only have three colors 
46,46,Me:, …. Okay. I’ll change it.,Dunces,    okay  i ll change it 
47,47,Client:, And I think this could be a different colour.,Dunces, and i think this could be a different colour 
48,48,Me:, Okay.,Dunces, okay 
49,49,Client:, And you need to take the background out.,Dunces, and you need to take the background out 
50,50,Me:, It’s transparent.,Dunces, it s transparent 
51,51,Client:, We want to print it on black hoodies.,Dunces, we want to print it on black hoodies 
52,52,Me:, That will work. It’s transparent.,Dunces, that will work  it s transparent 
53,53,Client:, It’s white there.,Dunces, it s white there 
54,54,Me:, If we printed it on black paper that would be black. If you put it on a black background it would be black.,Dunces, if we printed it on black paper that would be black  if you put it on a black background it would be black 
55,55,Client:, So it will be black?,Dunces, so it will be black 
56,56,Me:, Yes.,Dunces, yes 
57,57,Client:, The picture is really blurry and pixelated. You need to fix it.,Dunces, the picture is really blurry and pixelated  you need to fix it 
58,58,Me:, Re-download it from the email I sent you.,Dunces, re download it from the email i sent you 
59,59,Client:, Did you fix it?,Dunces, did you fix it 
60,60,Me:, Re-download it from the email I sent you.,Dunces, re download it from the email i sent you 
61,0,Client:, I received my desktop from the company but when my son was here to help me put it together he said there was a part missing so it won’t turn on.,Dunces, i received my desktop from the company but when my son was here to help me put it together he said there was a part missing so it won t turn on 
62,1,Me:, Was it the power cord?,Dunces, was it the power cord 
63,2,Client:, You’re going to have to be less technically with me; I have no idea what that is.,Dunces, you re going to have to be less technically with me  i have no idea what that is 
64,3,Me:, The cord that plugs into your power outlet…,Dunces, the cord that plugs into your power outlet 
65,4,Client:," Look, I’m not a “computer wizard” like you. I don’t know what you’re talking about.",Dunces, look  i m not a  computer wizard  like you  i don t know what you re talking about 
66,5,Me:," Okay, it’s the same type of cord that would be attached to a lamp that you plug into the wall so that it comes on. Is there one of those coming out of the computer and into the wall?",Dunces, okay  it s the same type of cord that would be attached to a lamp that you plug into the wall so that it comes on  is there one of those coming out of the computer and into the wall 
67,6,Client:, This is getting nowhere. Can I speak to your supervisor?,Dunces, this is getting nowhere  can i speak to your supervisor 
68,7,Client:, See? It isn’t working.,Dunces, see  it isn t working 
69,8,Me:," Ok, let me take a look. What’s your user name and password?",Dunces, ok  let me take a look  what s your user name and password 
70,9,Client:, I don’t know! That’s why it isn’t working!,Dunces, i don t know  that s why it isn t working 
71,10,Other worker:," Hey boss…remember? We set all of our user names to our first name, and the password is our last name.",Dunces, hey boss remember  we set all of our user names to our first name  and the password is our last name 
72,11,Client:," Huh. I guess it is working. Ok, I guess we didn’t need you after all.",Dunces, huh  i guess it is working  ok  i guess we didn t need you after all 
73,12,Client:, You were speeding. We had to catch up to you several times.,Dunces, you were speeding  we had to catch up to you several times 
74,13,Me:, No. I made sure to set the cruise control at exactly the speed limit.,Dunces, no  i made sure to set the cruise control at exactly the speed limit 
75,14,Client: ,Yeah. But your engine is bigger than ours.,Dunces,yeah  but your engine is bigger than ours 
76,15,Me:, … Haha … huh? … Ha… Wait. Are you serious?,Dunces,   haha   huh    ha  wait  are you serious 
77,16,Me:, You need to bring two forms of ID to take your test.,Dunces, you need to bring two forms of id to take your test 
78,17,Client:, Nobody said that! I only have one.,Dunces, nobody said that  i only have one 
79,18,Me:, It’s in your confirmation e-mail. Which you printed out and brought with you.,Dunces, it s in your confirmation e mail  which you printed out and brought with you 
80,19,Client:," Well yeah, but I don’t have time to read that stuff.",Dunces, well yeah  but i don t have time to read that stuff 
81,20,Me:, So what are you looking for?,Dunces, so what are you looking for 
82,21,Client:," Yeah, so what DPI can you take pictures at?",Dunces, yeah  so what dpi can you take pictures at 
83,22,Client:, I need this website translated into French ,Dunces, i need this website translated into french 
84,23,Me:, Can you provide all the contents in a Word format?,Dunces, can you provide all the contents in a word format 
85,24,Client:," This is all I have, hope this helps!",Dunces, this is all i have  hope this helps 
86,25,Client:," You built my website, and I need changes.",Dunces, you built my website  and i need changes 
87,26,Me:," I'm sorry, but you will need to contact my ex-husband, he is the sole owner now.",Dunces, i m sorry  but you will need to contact my ex husband  he is the sole owner now 
88,27,Client:," No, I want you do it.",Dunces, no  i want you do it 
89,28,Me:, I haven't worked on websites in over 15 years. I wouldn't know where to start building one today.,Dunces, i haven t worked on websites in over    years  i wouldn t know where to start building one today 
90,29,Client:, That's impossible. The internet hasn't even been around for 15 years! ,Dunces, that s impossible  the internet hasn t even been around for    years  
91,30,Me:, Hey I emailed you a week ago requesting you approve a Facebook Ad. You might not have gotten it.,Dunces, hey i emailed you a week ago requesting you approve a facebook ad  you might not have gotten it 
92,31,Me: ,"Here’s the link for you to approve. Please let me know. Also, please confirm you’ve received this email. ",Dunces,here s the link for you to approve  please let me know  also  please confirm you ve received this email  
93,32,Client:, YOUR EMAILS ARE COMING THROUGH MY SPAM!,Dunces, your emails are coming through my spam 
94,33,Me:, I’m sorry about that.,Dunces, i m sorry about that 
95,34,Me:, Please green list us and that should fix the issue. Did you see the Ad? What did you think?,Dunces, please green list us and that should fix the issue  did you see the ad  what did you think 
96,35,Client:," (no response, ever)",Dunces,  no response  ever 
97,36,Client: ," I’m sorry, but the search feature on [our Intranet site] is terrible!! I can’t find anything!",Dunces, i m sorry  but the search feature on  our intranet site  is terrible   i can t find anything 
98,37,Me:," I’m sorry to hear that, can you give me an example of what you’re trying to find?",Dunces, i m sorry to hear that  can you give me an example of what you re trying to find 
99,38,Client:," Well, I’m trying to find the address for my dentist, but when I put his name in nothing comes up!",Dunces, well  i m trying to find the address for my dentist  but when i put his name in nothing comes up 
100,39,Me:," Erm, the INTRANET site search is for finding documents that we use internally.  I think you are confusing it with a search engine, like Google.",Dunces, erm  the intranet site search is for finding documents that we use internally   i think you are confusing it with a search engine  like google 
101,40,Client:," Well, that’s just stupid! What good is a search feature if it doesn’t give me what I’m looking for?",Dunces, well  that s just stupid  what good is a search feature if it doesn t give me what i m looking for 
102,41,Me:, Nothing needs changing?,Dunces, nothing needs changing 
103,42,Client:," No, it’s good. Will it be ready tomorrow?",Dunces, no  it s good  will it be ready tomorrow 
104,43,Me:, I can get it finished by then.,Dunces, i can get it finished by then 
105,44,Client:, Great!,Dunces, great 
106,45,Client:, Actually we can only have three colors.,Dunces, actually we can only have three colors 
107,46,Me:, …. Okay. I’ll change it.,Dunces,    okay  i ll change it 
108,47,Client:, And I think this could be a different colour.,Dunces, and i think this could be a different colour 
109,48,Me:, Okay.,Dunces, okay 
110,49,Client:, And you need to take the background out.,Dunces, and you need to take the background out 
111,50,Me:, It’s transparent.,Dunces, it s transparent 
112,51,Client:, We want to print it on black hoodies.,Dunces, we want to print it on black hoodies 
113,52,Me:, That will work. It’s transparent.,Dunces, that will work  it s transparent 
114,53,Client:, It’s white there.,Dunces, it s white there 
115,54,Me:, If we printed it on black paper that would be black. If you put it on a black background it would be black.,Dunces, if we printed it on black paper that would be black  if you put it on a black background it would be black 
116,55,Client:, So it will be black?,Dunces, so it will be black 
117,56,Me:, Yes.,Dunces, yes 
118,57,Client:, The picture is really blurry and pixelated. You need to fix it.,Dunces, the picture is really blurry and pixelated  you need to fix it 
119,58,Me:, Re-download it from the email I sent you.,Dunces, re download it from the email i sent you 
120,59,Client:, Did you fix it?,Dunces, did you fix it 
121,60,Me:, Re-download it from the email I sent you.,Dunces, re download it from the email i sent you 
122,0,Client: ,We’d like the meetings to be in the afternoon of 6th. ,Dunces,we d like the meetings to be in the afternoon of  th  
123,1,Me: ,"I’m sorry, but that’s not possible. Because of time zone differences, 5 pm there would be midnight here. Also, the 6th is our independence day, so no one would be attending that meeting since it’s a public holiday.",Dunces,i m sorry  but that s not possible  because of time zone differences    pm there would be midnight here  also  the  th is our independence day  so no one would be attending that meeting since it s a public holiday 
124,2,Client:," What?! Do you think I’m that stupid? Independence day is the 4th of July, not the 6th of December! ",Dunces, what   do you think i m that stupid  independence day is the  th of july  not the  th of december  
125,3,Me,: …,Dunces,   
126,4,Client: ,We need the control panel for our emails back but THEY won’t give it to us.,Dunces,we need the control panel for our emails back but they won t give it to us 
127,5,Me:, Who?,Dunces, who 
128,6,Client: ,I want to create any mail without asking anyone. We need to take the data from them and put it here.,Dunces,i want to create any mail without asking anyone  we need to take the data from them and put it here 
129,7,Me:," We can’t do that, sorry but it doesn’t work like that. Also, I’m not sure who “they” are.",Dunces, we can t do that  sorry but it doesn t work like that  also  i m not sure who  they  are 
130,8,Client:," If I own our domain name, then I should be able to make emails with that domain!",Dunces, if i own our domain name  then i should be able to make emails with that domain 
131,9, Me ,You don’t own the domain. You’re licensing it.,Dunces,you don t own the domain  you re licensing it 
132,10,Client: ,So? Who DOES own our domain? Is .Com the owner?,Dunces,so  who does own our domain  is  com the owner 
133,11,Me: ,huh?,Dunces,huh 
134,12,Client:, .Com must be the real owner. I’ll talk to them.,Dunces,  com must be the real owner  i ll talk to them 
135,13,Client:, What color is the logo?,Dunces, what color is the logo 
136,14,Me:, It’s blue.,Dunces, it s blue 
137,15,Client:, What is?,Dunces, what is 
138,16,Client:, Can you provide me the permalinks for the ,Dunces, can you provide me the permalinks for the 
139,17,Me:, Sure. Here you go.,Dunces, sure  here you go 
140,18,Client:," Hmm… Based on how these are performing, we want to stop running on there. Can you turn them off?",Dunces, hmm  based on how these are performing  we want to stop running on there  can you turn them off 
141,19,Me:, Sure. Those ad placements have been removed.,Dunces, sure  those ad placements have been removed 
142,20,Client:," Hey, those permalinks you sent to us for the Instagram ads aren’t working. We keep getting a 404. Can you send new links?",Dunces, hey  those permalinks you sent to us for the instagram ads aren t working  we keep getting a      can you send new links 
143,21,Me:, …That’s because I turned them off.,Dunces,  that s because i turned them off 
144,22,Client: ,There are just too many errors for me to even begin. Please stop all work as I've hired a new developer who gets me and has better communication. Please ,Dunces,there are just too many errors for me to even begin  please stop all work as i ve hired a new developer who gets me and has better communication  please 
145,23,Me: ,"Here, in the spa etiquette section - it still asks guests to ""silence or turn off their ",Dunces,here  in the spa etiquette section   it still asks guests to  silence or turn off their 
146,24,Me:," Roughly the year 2000?  Outside of the first responder and medical emergency communities pagers are basically considered retro-tech, like palm pilots.",Dunces, roughly the year        outside of the first responder and medical emergency communities pagers are basically considered retro tech  like palm pilots 
147,25,Me:, ...,Dunces,    
148,26,Client: ,"Remove our website... if people google us, they will find our web site. Also, Remove the year from the date. And nix the logo.",Dunces,remove our website    if people google us  they will find our web site  also  remove the year from the date  and nix the logo 
149,27,Client: ,"Hey, how much does it cost per poster to print them?",Dunces,hey  how much does it cost per poster to print them 
150,28,Me: ,"Well, it depends on how many you need. It could be as much as $2.50 per poster (for 25 of them), or as little as .85¢ per poster (for 500) of them.",Dunces,well  it depends on how many you need  it could be as much as       per poster  for    of them   or as little as      per poster  for      of them 
151,29,Me:," Okay, that's a little tricky with our printer. They don't price for that number. I could order 75x2 posters, for $210, or I could do 250 posters for $250, which is only $40 more for 100 extra posters.",Dunces, okay  that s a little tricky with our printer  they don t price for that number  i could order   x  posters  for       or i could do     posters for       which is only     more for     extra posters 
152,30,Client:, What? How is that possible? I'm not comfortable making that decision. I'm going to hand this over to the steering committee.,Dunces, what  how is that possible  i m not comfortable making that decision  i m going to hand this over to the steering committee 
153,31,Me:," I noticed your business cards are in Spanish - that's kind of a bad look in Brazil, honestly. It would be like coming to Sweden with Danish materials. If you want, I'm a native Portugese speaker; I could translate them free of charge.",Dunces, i noticed your business cards are in spanish   that s kind of a bad look in brazil  honestly  it would be like coming to sweden with danish materials  if you want  i m a native portugese speaker  i could translate them free of charge 
154,32,Client: ,No thanks. Portuguese and Spanish are basically the same thing. ,Dunces,no thanks  portuguese and spanish are basically the same thing  
155,33,Client: ,"My computer at home probably has a virus or something, so the new website doesn’t load properly. Can you change the website so it will load properly?",Dunces,my computer at home probably has a virus or something  so the new website doesn t load properly  can you change the website so it will load properly 
156,34,Client:," So one thing we noticed is that when the screen reader highlights the “close” button, it obscures it. We think people using screen readers will find this inconvenient. ",Dunces, so one thing we noticed is that when the screen reader highlights the  close  button  it obscures it  we think people using screen readers will find this inconvenient  
157,35,Me:, …So you’re saying that people who use screen readers won’t be able to see the close button.,Dunces,  so you re saying that people who use screen readers won t be able to see the close button 
158,36,Client:, Correct.,Dunces, correct 
159,37,Me:," And, just to clarify, we are assuming that people who are using the screen readers are blind?",Dunces, and  just to clarify  we are assuming that people who are using the screen readers are blind 
160,38,Client:, Yep.,Dunces, yep 
161,39,Me:, I don’t think blind people will have an issue with not being able to seen something on the screen.,Dunces, i don t think blind people will have an issue with not being able to seen something on the screen 
162,40,Client:, …Right. ,Dunces,  right  
163,0,Client:," I have tried to fiddle with the system according to your provided manual, Could you elaborate on this point on how do I input MAC address here? What format do I need to use?",Dunces, i have tried to fiddle with the system according to your provided manual  could you elaborate on this point on how do i input mac address here  what format do i need to use 
164,1,had tried, at all.,Dunces, at all 
165,2,Client: ,"Can you, like, convert a JPG to HTML? ",Dunces,can you  like  convert a jpg to html  
166,3,Client:, This traffic increase happened naturally as the economy grew by 3%. It has nothing to do with your work. ,Dunces, this traffic increase happened naturally as the economy grew by     it has nothing to do with your work  
167,4,Me:, I don’t think that overall economic growth can be directly impacting your rankings. You’re getting more visitors because we improved your rankings. ,Dunces, i don t think that overall economic growth can be directly impacting your rankings  you re getting more visitors because we improved your rankings  
168,5,Client:," It does, do you know there are 100,000 babies born every month? ",Dunces, it does  do you know there are         babies born every month  
169,6,Me:, I don’t think they Google. ,Dunces, i don t think they google  
170,7,Client:, Are these portrait or landscape?,Dunces, are these portrait or landscape 
171,8,Me:, They're squares.,Dunces, they re squares 
172,9,Client:," There are 4 dots above the word ""sensitivities"" in this design. What are they doing there?",Dunces, there are   dots above the word  sensitivities  in this design  what are they doing there 
173,10,Me:, Those are the dots on the 'i's.,Dunces, those are the dots on the  i s 
174,11,Me:," Well, it's a photo and it has edges. The photo ends. That's all that was photographed in the room.",Dunces, well  it s a photo and it has edges  the photo ends  that s all that was photographed in the room 
175,12,Me:," I would have to travel back in time to this shoot, which occurred 2 years ago, and ask the photographer to photograph the entire room, which obviously I cannot. ",Dunces, i would have to travel back in time to this shoot  which occurred   years ago  and ask the photographer to photograph the entire room  which obviously i cannot  
176,13,Me:," This new text says ""8-89 November 2018,"" and you misstated the name of the Official Sponsoring Organization as ""Sponsored Official Organization.""",Dunces, this new text says       november        and you misstated the name of the official sponsoring organization as  sponsored official organization  
177,14,Client:, Please do the following correction,Dunces, please do the following correction
178,15,Client:," I talked to a pentest provider, they say you should ask your host's permission before commissioning the test. Can you check if pentests are allowed?",Dunces, i talked to a pentest provider  they say you should ask your host s permission before commissioning the test  can you check if pentests are allowed 
179,16,Me:," (after checking) No, my current host does not allow pentests and would suspend the account. I will need to move the web app to a new host. It will cost $X and I can do it at the weekend to avoid disruption. Can you give me the go-ahead to do that?",Dunces,  after checking  no  my current host does not allow pentests and would suspend the account  i will need to move the web app to a new host  it will cost  x and i can do it at the weekend to avoid disruption  can you give me the go ahead to do that 
180,17,Client:," Oh by the way I arranged the pentest, it's being done tomorrow. Do we still need to move the site?",Dunces, oh by the way i arranged the pentest  it s being done tomorrow  do we still need to move the site 
181,18,Me:, ... ,Dunces,     
182,19,Me, Why have you brought that router and the power and ethernet cables?,Dunces, why have you brought that router and the power and ethernet cables 
183,20,Client: ,So I could get on the internet and show you guys the site during the meeting.,Dunces,so i could get on the internet and show you guys the site during the meeting 
184,21,Me: ,This is the third time this year your site's been hacked. Your plugins are old and unsupported and need updates and the whole thing is just a sitting duck. I've fixed the problem but you need to update.,Dunces,this is the third time this year your site s been hacked  your plugins are old and unsupported and need updates and the whole thing is just a sitting duck  i ve fixed the problem but you need to update 
185,22,Client: ,"Fine, I'll take care of it.",Dunces,fine  i ll take care of it 
186,23,Me: ,"Obviously you're free to shop around, but if you wanted us to rebuild the site with our system we could remove those vulnerabilities and improve SEO and all that. I think you'd find it a real improvement. ",Dunces,obviously you re free to shop around  but if you wanted us to rebuild the site with our system we could remove those vulnerabilities and improve seo and all that  i think you d find it a real improvement  
187,24,Client: ,"Thanks. Nowadays people can build their own sites easily for free just as good, with the tools online.",Dunces,thanks  nowadays people can build their own sites easily for free just as good  with the tools online 
188,0,Client: ,I need you to design some cards.,Dunces,i need you to design some cards 
189,1,Me: ,What size?,Dunces,what size 
190,2,Me:," Okay, everything is completed now. I see that you accepted domain transfer few days ago and now I have confirmed that the website migration is completed. Here is your Wordpress login information.",Dunces, okay  everything is completed now  i see that you accepted domain transfer few days ago and now i have confirmed that the website migration is completed  here is your wordpress login information 
191,3,Client:, I can see the website but your installer placed it in the wrong folder so it cant work.,Dunces, i can see the website but your installer placed it in the wrong folder so it cant work 
192,4,Me:," Thanks for confirming that the website is up and working. Not sure what you mean by the wrong folder. The mySQL database and website files were all placed in the correct order/places, etc.",Dunces, thanks for confirming that the website is up and working  not sure what you mean by the wrong folder  the mysql database and website files were all placed in the correct order places  etc 
193,5,Client:," I couldn't reach you on Sunday after the files were put in wrong folder. So I tried to reset passwords to move them. You did not reply to me on Sunday so I had to hire a developer. He says he has to change the password so you can't log in and screw up the website. He says it's good you left a zip file there or the whole website would be gone! Anyway, my developer is reinstalling everything for me, the files, the database and the MySQL stuff was old as well. No need to talk to him, he's overseas anyway, I found him through Upwork. No he's not creating issues but just for some strange reason couldn't change the WP admin login credentials.  ",Dunces, i couldn t reach you on sunday after the files were put in wrong folder  so i tried to reset passwords to move them  you did not reply to me on sunday so i had to hire a developer  he says he has to change the password so you can t log in and screw up the website  he says it s good you left a zip file there or the whole website would be gone  anyway  my developer is reinstalling everything for me  the files  the database and the mysql stuff was old as well  no need to talk to him  he s overseas anyway  i found him through upwork  no he s not creating issues but just for some strange reason couldn t change the wp admin login credentials   
194,6,Me:, As I stated the website was working fine yesterday. It's alarming that the developer you hired changed the passwords. I can't give you advice if I can't log in now. ,Dunces, as i stated the website was working fine yesterday  it s alarming that the developer you hired changed the passwords  i can t give you advice if i can t log in now  
195,7,Client: ,"When you clicked on the domain in Cpanel under the domain, there was no long list of files that showed that are supposed to. Just 6 files, a backup of the website, two favicon files, the cgibin file, and one other file that had nothing in it. There's supposed to be like 95 files showing when you click on it, then wp-content, wp-admin, etc. There was none of this, so this goes to show the migration was done very wrong. ",Dunces,when you clicked on the domain in cpanel under the domain  there was no long list of files that showed that are supposed to  just   files  a backup of the website  two favicon files  the cgibin file  and one other file that had nothing in it  there s supposed to be like    files showing when you click on it  then wp content  wp admin  etc  there was none of this  so this goes to show the migration was done very wrong  
196,8,Me:," As I have already stated, the website and MySQL were moved and everything was up and visible online. If I can't login to view the Cpanel or WordPress, there's not much more I can write here...",Dunces, as i have already stated  the website and mysql were moved and everything was up and visible online  if i can t login to view the cpanel or wordpress  there s not much more i can write here   
197,9,Me:, ...,Dunces,    
198,10,Client:," Please note that this is also my banking credentials, so please don't use it for that.",Dunces, please note that this is also my banking credentials  so please don t use it for that 
199,11,Me:, Uhm...I would not have known that if you did not tell me.,Dunces, uhm   i would not have known that if you did not tell me 
200,12,Client:, Oh...okay but just don't use it.,Dunces, oh   okay but just don t use it 
201,13,Me:, ...,Dunces,    
202,14,Client:, Please add a Column X to the spreadsheet and I will put in the data in there.,Dunces, please add a column x to the spreadsheet and i will put in the data in there 
203,15,Me:, Here is the spreadsheet with a Column X for you to add the data.,Dunces, here is the spreadsheet with a column x for you to add the data 
204,16,Me:, Do you have the data yet?,Dunces, do you have the data yet 
205,17,Client:, Here it is.,Dunces, here it is 
206,18,Me:, There's no data in Column X.,Dunces, there s no data in column x 
207,19,Client:, Was I supposed to fill in that column? I didn't know what it was for.,Dunces, was i supposed to fill in that column  i didn t know what it was for 
208,20,Me:," No problem, send me the content I'll set it out for you ready for print.",Dunces, no problem  send me the content i ll set it out for you ready for print 
209,21,Me:, How's this?,Dunces, how s this 
210,22,Client:," Bigger again, it needs to be the biggest thing on the menu, all my years in marketing has taught me that the logo needs to be huge!",Dunces, bigger again  it needs to be the biggest thing on the menu  all my years in marketing has taught me that the logo needs to be huge 
211,23,Me:," But then it will take away all proportion to the text and look hideous,",Dunces, but then it will take away all proportion to the text and look hideous 
212,24,Client:, Do it anyway then go to print.,Dunces, do it anyway then go to print 
213,25,Dev:, You are missing SMS and Push notification content. Please add the copy for SMS and Push into your document.,Dunces, you are missing sms and push notification content  please add the copy for sms and push into your document 
214,26,Me:, Those aren’t a requirement for this alert and I was told not to add them. Please proceed with just email.,Dunces, those aren t a requirement for this alert and i was told not to add them  please proceed with just email 
215,27,Dev:, Please add the copy for SMS and Push into your document.,Dunces, please add the copy for sms and push into your document 
216,28,Me:," This isn't sent yet? As previously mentioned, we are only supposed to write for email. I have CC’d the client, who has made it clear that we are only to write for email.",Dunces, this isn t sent yet  as previously mentioned  we are only supposed to write for email  i have cc d the client  who has made it clear that we are only to write for email 
217,29,Client:," Yes, this is true. Please proceed with the email.",Dunces, yes  this is true  please proceed with the email 
218,30,Dev:, Please add the copy for SMS and Push into your document.,Dunces, please add the copy for sms and push into your document 
219,31,Me:," We have reviewed this several times now, and the client has made it very clear we are not to write for email. Please either consult your team on the requirements or proceed with email.",Dunces, we have reviewed this several times now  and the client has made it very clear we are not to write for email  please either consult your team on the requirements or proceed with email 
