who,category,sentences
Client:,Dunces, great 
Client:,Dunces, actually we can only have three colors 
Me:,Dunces,    okay  i ll change it 
Client:,Dunces, and i think this could be a different colour 
Me:,Dunces, okay 
Client:,Dunces, and you need to take the background out 
Me:,Dunces, it s transparent 
Client:,Dunces, we want to print it on black hoodies 
Me:,Dunces, that will work  it s transparent 
Client:,Dunces, it s white there 
Me:,Dunces, if we printed it on black paper that would be black  if you put it on a black background it would be black 
Client:,Dunces, so it will be black 
Me:,Dunces, yes 
Client:,Dunces, the picture is really blurry and pixelated  you need to fix it 
Me:,Dunces, re download it from the email i sent you 
Client:,Dunces, did you fix it 
Me:,Dunces, re download it from the email i sent you 
Client:,Dunces, i received my desktop from the company but when my son was here to help me put it together he said there was a part missing so it won t turn on 
Me:,Dunces, was it the power cord 
Client:,Dunces, you re going to have to be less technically with me  i have no idea what that is 
Me:,Dunces, the cord that plugs into your power outlet 
Client:,Dunces, look  i m not a  computer wizard  like you  i don t know what you re talking about 
Me:,Dunces, okay  it s the same type of cord that would be attached to a lamp that you plug into the wall so that it comes on  is there one of those coming out of the computer and into the wall 
Client:,Dunces, this is getting nowhere  can i speak to your supervisor 
Client:,Dunces, see  it isn t working 
Me:,Dunces, ok  let me take a look  what s your user name and password 
Client:,Dunces, i don t know  that s why it isn t working 
Other worker:,Dunces, hey boss remember  we set all of our user names to our first name  and the password is our last name 
Client:,Dunces, huh  i guess it is working  ok  i guess we didn t need you after all 
Client:,Dunces, you were speeding  we had to catch up to you several times 
Me:,Dunces, no  i made sure to set the cruise control at exactly the speed limit 
Client: ,Dunces,yeah  but your engine is bigger than ours 
Me:,Dunces,   haha   huh    ha  wait  are you serious 
Me:,Dunces, you need to bring two forms of id to take your test 
Client:,Dunces, nobody said that  i only have one 
Me:,Dunces, it s in your confirmation e mail  which you printed out and brought with you 
Client:,Dunces, well yeah  but i don t have time to read that stuff 
Me:,Dunces, so what are you looking for 
Client:,Dunces, yeah  so what dpi can you take pictures at 
Client:,Dunces, i need this website translated into french 
Me:,Dunces, can you provide all the contents in a word format 
Client:,Dunces, this is all i have  hope this helps 
Client:,Dunces, you built my website  and i need changes 
Me:,Dunces, i m sorry  but you will need to contact my ex husband  he is the sole owner now 
Client:,Dunces, no  i want you do it 
Me:,Dunces, i haven t worked on websites in over    years  i wouldn t know where to start building one today 
Client:,Dunces, that s impossible  the internet hasn t even been around for    years  
Me:,Dunces, hey i emailed you a week ago requesting you approve a facebook ad  you might not have gotten it 
Me: ,Dunces,here s the link for you to approve  please let me know  also  please confirm you ve received this email  
Client:,Dunces, your emails are coming through my spam 
Me:,Dunces, i m sorry about that 
Me:,Dunces, please green list us and that should fix the issue  did you see the ad  what did you think 
Client:,Dunces,  no response  ever 
Client: ,Dunces, i m sorry  but the search feature on  our intranet site  is terrible   i can t find anything 
Me:,Dunces, i m sorry to hear that  can you give me an example of what you re trying to find 
Client:,Dunces, well  i m trying to find the address for my dentist  but when i put his name in nothing comes up 
Me:,Dunces, erm  the intranet site search is for finding documents that we use internally   i think you are confusing it with a search engine  like google 
Client:,Dunces, well  that s just stupid  what good is a search feature if it doesn t give me what i m looking for 
Me:,Dunces, nothing needs changing 
Client:,Dunces, no  it s good  will it be ready tomorrow 
Me:,Dunces, i can get it finished by then 
Client:,Dunces, great 
Client:,Dunces, actually we can only have three colors 
Me:,Dunces,    okay  i ll change it 
Client:,Dunces, and i think this could be a different colour 
Me:,Dunces, okay 
Client:,Dunces, and you need to take the background out 
Me:,Dunces, it s transparent 
Client:,Dunces, we want to print it on black hoodies 
Me:,Dunces, that will work  it s transparent 
Client:,Dunces, it s white there 
Me:,Dunces, if we printed it on black paper that would be black  if you put it on a black background it would be black 
Client:,Dunces, so it will be black 
Me:,Dunces, yes 
Client:,Dunces, the picture is really blurry and pixelated  you need to fix it 
Me:,Dunces, re download it from the email i sent you 
Client:,Dunces, did you fix it 
Me:,Dunces, re download it from the email i sent you 
Client: ,Dunces,we d like the meetings to be in the afternoon of  th  
Me: ,Dunces,i m sorry  but that s not possible  because of time zone differences    pm there would be midnight here  also  the  th is our independence day  so no one would be attending that meeting since it s a public holiday 
Client:,Dunces, what   do you think i m that stupid  independence day is the  th of july  not the  th of december  
Me,Dunces,   
Client: ,Dunces,we need the control panel for our emails back but they won t give it to us 
Me:,Dunces, who 
Client: ,Dunces,i want to create any mail without asking anyone  we need to take the data from them and put it here 
Me:,Dunces, we can t do that  sorry but it doesn t work like that  also  i m not sure who  they  are 
Client:,Dunces, if i own our domain name  then i should be able to make emails with that domain 
 Me ,Dunces,you don t own the domain  you re licensing it 
Client: ,Dunces,so  who does own our domain  is  com the owner 
Me: ,Dunces,huh 
Client:,Dunces,  com must be the real owner  i ll talk to them 
Client:,Dunces, what color is the logo 
Me:,Dunces, it s blue 
Client:,Dunces, what is 
Client:,Dunces, can you provide me the permalinks for the 
Me:,Dunces, sure  here you go 
Client:,Dunces, hmm  based on how these are performing  we want to stop running on there  can you turn them off 
Me:,Dunces, sure  those ad placements have been removed 
Client:,Dunces, hey  those permalinks you sent to us for the instagram ads aren t working  we keep getting a      can you send new links 
Me:,Dunces,  that s because i turned them off 
Client: ,Dunces,there are just too many errors for me to even begin  please stop all work as i ve hired a new developer who gets me and has better communication  please 
Me: ,Dunces,here  in the spa etiquette section   it still asks guests to  silence or turn off their 
Me:,Dunces, roughly the year        outside of the first responder and medical emergency communities pagers are basically considered retro tech  like palm pilots 
Me:,Dunces,    
Client: ,Dunces,remove our website    if people google us  they will find our web site  also  remove the year from the date  and nix the logo 
Client: ,Dunces,hey  how much does it cost per poster to print them 
Me: ,Dunces,well  it depends on how many you need  it could be as much as       per poster  for    of them   or as little as      per poster  for      of them 
Me:,Dunces, okay  that s a little tricky with our printer  they don t price for that number  i could order   x  posters  for       or i could do     posters for       which is only     more for     extra posters 
Client:,Dunces, what  how is that possible  i m not comfortable making that decision  i m going to hand this over to the steering committee 
Me:,Dunces, i noticed your business cards are in spanish   that s kind of a bad look in brazil  honestly  it would be like coming to sweden with danish materials  if you want  i m a native portugese speaker  i could translate them free of charge 
Client: ,Dunces,no thanks  portuguese and spanish are basically the same thing  
Client: ,Dunces,my computer at home probably has a virus or something  so the new website doesn t load properly  can you change the website so it will load properly 
Client:,Dunces, so one thing we noticed is that when the screen reader highlights the  close  button  it obscures it  we think people using screen readers will find this inconvenient  
Me:,Dunces,  so you re saying that people who use screen readers won t be able to see the close button 
Client:,Dunces, correct 
Me:,Dunces, and  just to clarify  we are assuming that people who are using the screen readers are blind 
Client:,Dunces, yep 
Me:,Dunces, i don t think blind people will have an issue with not being able to seen something on the screen 
Client:,Dunces,  right  
Client:,Dunces, i have tried to fiddle with the system according to your provided manual  could you elaborate on this point on how do i input mac address here  what format do i need to use 
had tried,Dunces, at all 
Client: ,Dunces,can you  like  convert a jpg to html  
Client:,Dunces, this traffic increase happened naturally as the economy grew by     it has nothing to do with your work  
Me:,Dunces, i don t think that overall economic growth can be directly impacting your rankings  you re getting more visitors because we improved your rankings  
Client:,Dunces, it does  do you know there are         babies born every month  
Me:,Dunces, i don t think they google  
Client:,Dunces, are these portrait or landscape 
Me:,Dunces, they re squares 
Client:,Dunces, there are   dots above the word  sensitivities  in this design  what are they doing there 
Me:,Dunces, those are the dots on the  i s 
Me:,Dunces, well  it s a photo and it has edges  the photo ends  that s all that was photographed in the room 
Me:,Dunces, i would have to travel back in time to this shoot  which occurred   years ago  and ask the photographer to photograph the entire room  which obviously i cannot  
Me:,Dunces, this new text says       november        and you misstated the name of the official sponsoring organization as  sponsored official organization  
Client:,Dunces, please do the following correction
Client:,Dunces, i talked to a pentest provider  they say you should ask your host s permission before commissioning the test  can you check if pentests are allowed 
Me:,Dunces,  after checking  no  my current host does not allow pentests and would suspend the account  i will need to move the web app to a new host  it will cost  x and i can do it at the weekend to avoid disruption  can you give me the go ahead to do that 
Client:,Dunces, oh by the way i arranged the pentest  it s being done tomorrow  do we still need to move the site 
Me:,Dunces,     
Me,Dunces, why have you brought that router and the power and ethernet cables 
Client: ,Dunces,so i could get on the internet and show you guys the site during the meeting 
Me: ,Dunces,this is the third time this year your site s been hacked  your plugins are old and unsupported and need updates and the whole thing is just a sitting duck  i ve fixed the problem but you need to update 
Client: ,Dunces,fine  i ll take care of it 
Me: ,Dunces,obviously you re free to shop around  but if you wanted us to rebuild the site with our system we could remove those vulnerabilities and improve seo and all that  i think you d find it a real improvement  
Client: ,Dunces,thanks  nowadays people can build their own sites easily for free just as good  with the tools online 
Client: ,Dunces,i need you to design some cards 
Me: ,Dunces,what size 
Me:,Dunces, okay  everything is completed now  i see that you accepted domain transfer few days ago and now i have confirmed that the website migration is completed  here is your wordpress login information 
Client:,Dunces, i can see the website but your installer placed it in the wrong folder so it cant work 
Me:,Dunces, thanks for confirming that the website is up and working  not sure what you mean by the wrong folder  the mysql database and website files were all placed in the correct order places  etc 
Client:,Dunces, i couldn t reach you on sunday after the files were put in wrong folder  so i tried to reset passwords to move them  you did not reply to me on sunday so i had to hire a developer  he says he has to change the password so you can t log in and screw up the website  he says it s good you left a zip file there or the whole website would be gone  anyway  my developer is reinstalling everything for me  the files  the database and the mysql stuff was old as well  no need to talk to him  he s overseas anyway  i found him through upwork  no he s not creating issues but just for some strange reason couldn t change the wp admin login credentials   
Me:,Dunces, as i stated the website was working fine yesterday  it s alarming that the developer you hired changed the passwords  i can t give you advice if i can t log in now  
Client: ,Dunces,when you clicked on the domain in cpanel under the domain  there was no long list of files that showed that are supposed to  just   files  a backup of the website  two favicon files  the cgibin file  and one other file that had nothing in it  there s supposed to be like    files showing when you click on it  then wp content  wp admin  etc  there was none of this  so this goes to show the migration was done very wrong  
Me:,Dunces, as i have already stated  the website and mysql were moved and everything was up and visible online  if i can t login to view the cpanel or wordpress  there s not much more i can write here   
Me:,Dunces,    
Client:,Dunces, please note that this is also my banking credentials  so please don t use it for that 
Me:,Dunces, uhm   i would not have known that if you did not tell me 
Client:,Dunces, oh   okay but just don t use it 
Me:,Dunces,    
Client:,Dunces, please add a column x to the spreadsheet and i will put in the data in there 
Me:,Dunces, here is the spreadsheet with a column x for you to add the data 
Me:,Dunces, do you have the data yet 
Client:,Dunces, here it is 
Me:,Dunces, there s no data in column x 
Client:,Dunces, was i supposed to fill in that column  i didn t know what it was for 
Me:,Dunces, no problem  send me the content i ll set it out for you ready for print 
Me:,Dunces, how s this 
Client:,Dunces, bigger again  it needs to be the biggest thing on the menu  all my years in marketing has taught me that the logo needs to be huge 
Me:,Dunces, but then it will take away all proportion to the text and look hideous 
Client:,Dunces, do it anyway then go to print 
Dev:,Dunces, you are missing sms and push notification content  please add the copy for sms and push into your document 
Me:,Dunces, those aren t a requirement for this alert and i was told not to add them  please proceed with just email 
Dev:,Dunces, please add the copy for sms and push into your document 
Me:,Dunces, this isn t sent yet  as previously mentioned  we are only supposed to write for email  i have cc d the client  who has made it clear that we are only to write for email 
Client:,Dunces, yes  this is true  please proceed with the email 
Dev:,Dunces, please add the copy for sms and push into your document 
Me:,Dunces, we have reviewed this several times now  and the client has made it very clear we are not to write for email  please either consult your team on the requirements or proceed with email 
Client:,Dunces, confirming the above  please proceed with email only   no changes to the copy document needed 
Dev:,Dunces, ok 
Dev:,Dunces, please remove the copy for sms and push from your document 
Me:,Dunces, uh    
Me:,Dunces,  no problem  that s just bar chimes  we already have those 
Me:,Dunces,   mark tree  is the official orchestral term for bar chimes  really  they re the same thing  a mark tree is a set of bar chimes  this studio has two sets of them  and i even have a set of my own  we have everything we need 
Client:,Dunces,    
Me:,Dunces,    
Client: ,Dunces,you don t understand  it s about consistency 
 Client: ,Dunces, if i give you a black and white copy  could you xerox it in color 
Client:,Dunces, how much will this animation cost 
Me:,Dunces, it depends on the complexity  could you show me the character you want to animate 
Client:,Dunces, bro chill  why are you acting like an architect  i just want the price bro 
Me:,Dunces, i can t give you the price without knowing what you want  do you go into a mcdonalds and ask  what s the price  before ordering anything 
Client:,Dunces, you re weirding me out not gonna lie  why would you ask to see the character before giving me the price  you trying to steal my character 
Me:,Dunces, so here s the new ipa file 
Client: ,Dunces,ok  will do 
Client:,Dunces, it won t open 
Me:,Dunces, what do you mean it won t open 
Client: ,Dunces,i tried to open the app and it just doesn t open 
Me: ,Dunces,i ve checked over everything  installed it on multiple devices here  done upgrades from one version to another and it seems fine  what are you doing exactly 
Client:,Dunces, just trying to open it  keeps showing an error 
Me: ,Dunces,ah  ok  can you screenshot and send me the error  
Client:,Dunces, i m trying to publish a newsletter but i can t find my site 
Me:,Dunces, it says the ip address is unavailable 
Client:,Dunces, he can t take the website down  that s illegal 
Me:,Dunces, you haven t paid him for the past few months and you ve hired a new social media marketer to redo the crm he made 
Client:,Dunces, all of our things are on there  i m pretty sure that s illegal 
Client: ,Dunces,how do i log in to google analytics 
Me:,Dunces, here s an example of my work  
Client:,Dunces, i love it  can you send me a copy 
Me:,Dunces,  completely flabbergasted 
Client:,Dunces, great  so we ll use hosting company yyyy instead of company xxxx 
Me:,Dunces, yes  that s what i recommend 
Me:,Dunces, did you take down your old website 
Client:,Dunces, no  i transferred the old domain to the new hosting site you recommended  you mean the website wouldn t be transferred with it 
Me:,Dunces, no  that s a separate process  do you have a backup of your old website 
Client:,Dunces, no 
Client:,Dunces, now  why would i want a wordpress site  those are free and so basic   he says with a sneer  
Me:,Dunces, i was describing a highly customized wordpress site  which is different 
Client: ,Dunces,well  for now  let s just work on updating the website i had made   years ago  the developer coded it all himself  see if you can reach out to him to find out more about where to access the files 
Me:,Dunces, oh  the links aren t working  so leads can t inquire in those areas and customers can t view some of the products 
Client:,Dunces, why would that be  why isn t my site working 
Client:,Dunces, how do i get rid of this e mail from this guy  he keeps showing up in my inbox 
Me:,Dunces, have you tried deleting it or flagging it as spam 
Client:,Dunces, no  how do i do those things 
Me:,Dunces, how are things going so far at the dealership 
Client:,Dunces, not well  sales have been down  and we re financially struggling  i don t have time to do any marketing 
Me:,Dunces, that s not good  i did some online research  and it looks like there are a lot of very negative reviews on google and facebook about the dealership  that s likely hurting sales  have you seen them 
Client:,Dunces, no  let me check 
Client:,Dunces, wow  here s a horrible review from two years ago  this is the first time i ve heard of this 
Me:,Dunces, take a look at them all  it s helpful to respond to negative and positive reviews in a timely fashion if possible 
Client:,Dunces, why would i need to do that 
Me:,Dunces, have you tried paid online advertising for your dealership 
Client:,Dunces, no  how does that work 
Me:,Dunces, we could use google sheets to coordinate tasks for now  and maybe use a more sophisticated project management system later 
Client:,Dunces, how do we use google sheets 
Me:,Dunces, it s from google  similar to excel  but you can access it from your gmail account  i can send you some instructions 
Client:,Dunces, i used to have a gmail account  but my friend used my iphone a year ago  so now whenever i try to see my e mail i see hers instead 
One of the Client's employees:,Dunces, i don t know if i have a gmail account either  i ll have to check  do i just sign up for one 
Client:,Dunces, i think there s
Me:,Dunces, that would be weird  i haven t heard of that one before  let me see 
Me:,Dunces, oh  you mean the ad 
Client:,Dunces, yes  how do we get rid of that  maybe this will work 
Me:,Dunces, i completed online classes in website development and the user experience  i have taken classes in computer science and i know a number of programming languages 
Client:,Dunces, why would you need to study that  what a waste of time  these days most websites are drag and drop 
Client:,Dunces, you created the wrong email addresses 
Me:,Dunces, oh  i am looking at the email you sent  i created the emails with the exact handles you requested 
Client:,Dunces, i need the emails to be  client   shorteneddomain com   not  client   reallylongdomainnamethatsheowns com 
Me:,Dunces, i m sorry  but that s not the domain that you purchased 
Client:,Dunces, this has nothing to do with my domain  my domain is correct  the emails are wrong  
Me:,Dunces, you cannot make any email address you want  it doesn t work like that  you need to own the domain you are using for the email addresses  
Client:,Dunces,  now enraged  why would you even agree to create emails with such a long domain  this is unacceptable    
Me:,Dunces,    
Me: ,Dunces,i do stuff like character designs  
Client:,Dunces, what does that mean  
Me: ,Dunces,i design characters and environments  like backgrounds and characters you see in animations  i design those  
Client: ,Dunces,so like what  friend  does  
Me: ,Dunces,no  he s a graphics designer  he does logos and websites and branding  i don t do that  if you want a logo  go to  friend   
Client: ,Dunces,so what do you do then  
Me: ,Dunces,i m a concept artist  i design characters and environments  basically  if you are working on an animation or video game  i can help you  
Client: ,Dunces,so explain to me what you do again  
Me:,Dunces, if you don t know what i m talking about when i say character design  then you re not the kind of client i m looking for  
Client: ,Dunces,see  people like you are the reason why your industry is small  
Client: ,Dunces,you just lost yourself a good client  
Me: ,Dunces,well  you were never my client to begin with  
Client:,Dunces, i hate gray  this gray is out of the question  
Client:,Dunces, perfect 
Client:,Dunces, thank you for the images  the app looks nice but i would like to have the actual photos of how it looks on a phone 
Client:,Dunces, no they are not  i require screenshots  not images  
Me:,Dunces, these 
.,Dunces,none
Client:,Dunces, no  they are not screenshots  my iphone has a home button and a camera on the front  i don t see those in your images  so please make some actual screenshots and send them to me 
Me:,Dunces, here are your screenshots for android and ios   taken on iphone    and samsung s  
Me,Dunces,  here s the link to the finished banner  it s a huge file so just email the printers with the link and they ll be able to download it themselves 
Client,Dunces,  the instructions are that if the file is too big to send it via wetransfer or something like that  if that is the case can you send us that file 
Me,Dunces,  the google link is just as easy to send to the printers  the pdf file is too big to attach to an email  they can access the link and download it themselves 
Client,Dunces,  we are having trouble with the upload  could you to send her the link to a wetransfer file  probably best to follow the printer s instructions  otherwise might hold everything up 
Me,Dunces,  i don t know how else to explain  what is the email address for the printers  and the message you were trying to send  i will do it 
Client: ,Dunces,i know it s my fault because i keep changing the file  but i just feel like there is something you guys could do so that every little change doesn t break the whole process 
New Business Partner:,Dunces, hi  i m looking forward to working with you  i know my way around wordpress  so we won t bug you with every little thing from now on  
Me:,Dunces, hi  it s nice to meet you 
New Business Partner:,Dunces, i m so sorry  it looks like i broke the whole website  
Client:,Dunces, what s your email  i ll just send you the file that way  
Me:,Dunces, the writable pdf with required fields functionality will not work on your website due to software limitations 
Client:,Dunces, make it work  it should work in this day and age 
Me:,Dunces, i cannot make it work  it is a software issue 
Client:,Dunces, if i remove all required fields except one will it work 
Me:,Dunces, no  
Client:,Dunces, so the answer is no 
Me:,Dunces, correct 
Client:,Dunces, ok  please replace the existing form with this pdf form 
Me:,Dunces, are you aware this new form still has required fields 
Client:,Dunces, i am aware 
Me:,Dunces, fine  i put the form you sent to me this morning on the website as you requested  it still doesn t work 
Client:,Dunces, why not 
Me: ,Dunces, in my head because the russian government has secretly hacked your website and injected code that will not make your pdf forms work the way you want  i would recommend contacting the fbi 
Me:,Dunces,   actual response    please read my prior email where i stated that the browser will not allow the specific required field functionality that you are trying to implement on the form   
Client:,Dunces, as long as i can receive it even if the required blanks are not filled out  i will be fine 
Me:,Dunces, the word  required  means that it has to be filled out  it cannot be left blank  it is     required  
Client:,Dunces,  i am testing it now on the website  why am i not receiving the email after clicking the right corner 
Me:,Dunces,  dumbfounded   i m not sure how else to explain it   it will not work the way you have it setup 
Client:,Dunces, when you said  it will not work   i assumed you meant it would ignore the required  field lines  thinking i could still receive the form even if it were not completely filled out  are you meaning that if  required fields  are within the content  it will not be sent to me 
Me:,Dunces,  is there a   year old around that i can talk to   
Client:,Dunces, we want to hire you  can we meet to discuss the project  
Me:,Dunces, great  if you want to meet i can do tuesday afternoon  wednesday morning or friday afternoon  
Client:,Dunces, ok  let s say monday afternoon  
Me:,Dunces, i m afraid i m not available on monday  would tuesday afternoon  wednesday morning or friday afternoon work  
Client:,Dunces, oh  sorry  my bad  tuesday morning then 
Me:,Dunces, sorry again  i won t be available until the afternoon on tuesday  can you tell me when you have one hour available for our meeting next week 
Client:,Dunces, let s see  i m free tuesday afternoon and wednesday morning but that won t work  too bad our calendars don t match    
Me:,Dunces,    tell you what  i ll reschedule some things so we can meet wednesday at       
Client:,Dunces, oh  great  if it s not too much trouble 
Me:,Dunces, no problem at all  
Client: ,Dunces,you made the site worse  you need to do some extra work to bring the score back up  
Me: ,Dunces,i didn t know godaddy had metrics like that  can i see the email  
Client:,Dunces,  looking at the screen  where the design doesn t literally measure  m by  m  for obvious reasons  why is the mockup so small  at this size  it will look terrible when we blow it up to print 
Me:,Dunces, haha  no  it s just because you re seeing it at about     of the actual size  so it fits on the screen and you can actually see the entire design  but it s at a     ratio  it s designed exactly to fit a  m by  m panel  
Client:,Dunces,  pointing at the photoshop ruler at the top of the screen that ends at    cm  but this says it s only    cm  
Me:,Dunces, yes     cm is the same as  m 
Client:,Dunces, no  it s not 
Me:,Dunces,    
Client:,Dunces,  owns a kajillion dollar high tech state of the art company 
Also Client: ,Dunces, opens the backup pdf in powerpoint instead of the powerpoint file i sent them 
Me:,Dunces, i would like a quote for     business cards printed in black and white on two sides 
Printer:,Dunces, sure  just let me know how many cards you d like  if they d be printed in color or only in black  and if you need two sided printing 
Me:,Dunces, uh    
Client:,Dunces, why is the file smaller than the last version 
Me:,Dunces, it s just a different way to compile the file  there shouldn t be any difference when you open it  
Me: ,Dunces, thinking  you only need this file for a meeting  the video is going to shown on a regular size projector  are you worried the file won t work on imax or something  
Client:,Dunces, the illustrations on this file look blurry 
Me: ,Dunces, internally  well yeah if you re zoomed in      your   inch file s gonna look a little blurry karen 
Client: ,Dunces,wait  this is it  this is the logo  
Me: ,Dunces,yeah  i will send it to you in a variety of formats including a  vector  version that can be printed at any size without issues  you can use this on any of your materials 
Client: ,Dunces,so it s just a picture  i m paying for just a picture 
Me: ,Dunces,uh    
Me:,Dunces, can you please send me your company logo as an  ai file 
Me: ,Dunces,     
Client: ,Dunces,i ve just made a few updates 
Me: ,Dunces,sorry  but 
Client: ,Dunces,oh  you just don t understand me 
Client:,Dunces,  why did you 
Me:,Dunces,  as general rule  it s best to avoid exclamation points in formal writing   the strength of a sentence should rest on emphatic prose rather than emphatic punctuation 
Client:,Dunces,  but no one will know where the important points are   
Me:,Dunces,  i think they will if the points are made with clear  vigorous writing and simple periods 
Client:,Dunces, but that s what exclamation points are for        can we change those sentences to 
Client,Dunces,   sent monday     pm  can you please update this page according to the attached document 
Client,Dunces,   sent tuesday     am  i know i just gave it to you  but is there any way you could get that up today  i was a little behind getting it to you 
Client,Dunces,   sent wednesday     am  how is that page going       
Client,Dunces,   sent wednesday     am  omg you are going to be mad at me  i m so sorry   we 
Client,Dunces,  could you put it one pixel to the right 
Client: ,Dunces,perfect 
Client,Dunces,  i don t understand this       hours meeting time thing
Me,Dunces,  oh  that just means  pm in 
Client,Dunces,  but we ll be in spain and they re an hour ahead of the uk so it s really  pm
Me:,Dunces, no   pm is  pm wherever you are
Client,Dunces,  you re not listening to me        is  pm in the uk so it s  pm in spain
Me: ,Dunces, 
Client:,Dunces,  via mail  
Client:,Dunces, they look perfect  thank you 
Client: ,Dunces,if the user encounters a risk on the course  could you make the computer vibrate 
Client:,Dunces, my daughter has taken a college english course and she says that every instance of  that  needs to be  which  and the opposite in all instances in the book 
Me:,Dunces, actually  they re all correct as is  honoring the standard  that  for restrictive and  which  for non restrictive   for example  it would properly be   the dog that my aunt had  which was a mixed breed  was named whoknows   if one were to follow your directive above  it would incorrectly read   the dog which my aunt had  that was a mixed breed  was named whoknows    
Client:,Dunces, she 
Me: ,Dunces,with all due respect  i majored in it  plus i have    years of editing experience  
Client:,Dunces, i m sure the rule has changed since you were in college   maybe you should take a refresher to catch up on current rules 
Client: ,Dunces,hi  i know we haven t talked in over a year but i was wondering if you would like to do some freelancing for us  we are going to stop working with  ecommerce agency  due to  my old boss  programmatically ordering food through the ecommerce system without paying  he is saying that he was just testing the order flow and forgot to cancel them  however  it has happened about    times now 
Me:,Dunces, here is the first draft  i used placeholder text it s called  lorem ipsum  to fill the empty spaces since i m still waiting on copy from you 
Client:,Dunces, oh  i see it  you know 
Client:,Dunces, we really like what you have  but we re worried that you left a few of the details out 
Me:,Dunces, well  with only    seconds to work with it would be very difficult to include everything  i can rework the scripts to include more information  but if the spot is nothing but information it will likely sound very stale and uninteresting 
Client:,Dunces, that s fine  just see what you can do 
Client:,Dunces, i see what you re trying to do with these scripts  but 
Client:,Dunces, oh  these are perfect  see  i knew you could do it  
Me:,Dunces, now  since you have a longer email address  and many of your customers are 
Client:,Dunces, what   no  i don t spell mine that way  if you capitalize those letters  it won t get to me  i ve never changed how i typed it and i m not going to start now 
Me:,Dunces, err   okay  ma am  but i really do think you could benefit from the change  i promise that you ll still receive your emails just fine 
Client: ,Dunces,no  i m paying you to design what 
I,Dunces, want  so why don t you just leave things alone  
Client:,Dunces, hey   my name   i had a 
brilliant,Dunces, idea  see  what we re going to do is capitalize the first letter in each word in my email address and redo the whole stationery set  that way it s easier for my customers to read  i am just so clever 
Client:,Dunces, 
Me:,Dunces, as we told you two months ago  we have moved servers and you need to change your domain s name servers 
Client:,Dunces, i already did that  i double checked this morning 
Me:,Dunces, i m looking at the whois records and it s saying you haven t  if you just give me your username and password for your registrar  we can go in and change it for you 
Client:,Dunces, but i don t have the login information 
Me:,Dunces, then how d you double check your name servers are correct 
Client:,Dunces, are you questioning my authority  i m the customer  i m 
Client:,Dunces, everything looks great  but when you have a moment  can you 
Me:,Dunces, sure  
Me:,Dunces, how s that 
Client:,Dunces, it still looks a little light  can you darken it more 
Me:,Dunces, no problem 
Me:,Dunces, is that better 
Client:,Dunces, that s still too light  try darkening just a little more 
Me:,Dunces, sorry about that 
Me:,Dunces, try it now 
Client:,Dunces, perfect  i have an eye for these things  you know 
Me:,Dunces, just to remind you that  as we discussed  i m sending 
Client:,Dunces, what you really mean is that you need spending money for your holiday 
Me:,Dunces, no  not at all  i m just getting everything sorted before i leave  the invoice isn t due until a couple of days after i get back 
Client:,Dunces, it s okay  you don t need to get defensive  i ll pay your invoice this afternoon  as long as you tell your kids that uncle client is the one paying for their ice creams 
Me:,Dunces, i think i ll tell them that mummy is paying for their ice creams by providing a copywriting service that people pay for 
Client:,Dunces, ha  yes  you tell them that if it makes you feel better 
Boss:,Dunces, i just read the copy you sent through 
Freelancer:,Dunces, oh yeah  
Boss:,Dunces, it is quite possibly the worst written piece of crap i have ever read  nothing makes any sense and it feels like it has been written by a   year old 
Freelancer:,Dunces, but 
Boss:,Dunces, i don t know how you can call yourself a  copywriter  if you can t even spell  most of these words don t mean anything relevant to this project and i feel that i have wasted my time hiring you for a job you quite clearly can t do  once again i have to do these things myself 
Freelancer:,Dunces, the document i sent has not been changed from the original you sent me  i only added a couple of questions in red at the end that needed answering before i could proceed 
Client:,Dunces, what are they for 
Client:,Dunces, really  hm  they look expensive  how much were they 
Client:,Dunces, what  you re kidding  seriously  have you paid him yet  i ve got a 
Client:,Dunces, we don t like the music at all 
Me:,Dunces, what don t you like about it 
Client:,Dunces, it needs more  pep  and needs to be more  upbeat   this is just not doing it 
Me:,Dunces, i have several other choices we can listen to so i can get a better idea of what you mean 
Client:,Dunces, yeah  that one  why didn t you use that one 
Me:,Dunces, as you can see   your competitor  
Client:,Dunces, well try  own company name  
Me:,Dunces, yes  you rank first for that  however  that shouldn t be your main focus  since 
Me: ,Dunces,does everything look good for you 
Client:,Dunces, everything is great  but who is this girl in front of the background 
Me:,Dunces, um  that s the character you wanted me to design 
Client:,Dunces, what  i didn t ask for that  i said to give the chair more character 
Client:,Dunces, don t you try  
Client:,Dunces, you mean to tell me that you haven t been working on my campaign at all over the last eight weeks  all this time you ve been sitting there doing nothing   
Me:,Dunces, i m sorry  there must have been a big miscommunication  we never signed a contract and you made it clear you didn t have a budget to hire me  so no  i have not been working on your project for the last two months  but we can fix this  let s meet tonight and get this campaign started 
Client:,Dunces, why bother  don t you know the first few months of business are the most important time for marketing   i thought you understood  this is a disaster  i can t believe you did this to me 
Client:,Dunces, why would you assume i wanted the columns to be vertical 
Me:,Dunces, i   i m sorry  how did you want them 
Client:,Dunces, obviously  i wanted horizontal columns 
Me:,Dunces, like rows 
Client:,Dunces, exactly like rows 
Me:,Dunces, your order is ready for pickup  i ve tried to call multiple times over the past few days  but your voicemail box was full and i couldn t leave a message 
